2016-11-16 20:12:17,671 [   5788]  DEBUG - toolbox.cache.PerRepoInfoCache - Published cache changed event: C:\Users\Lukasz_Zielinski\Documents\Private\IdeaTest\testing 
2016-11-16 20:12:17,672 [   5789]  DEBUG - .gittoolbox.cache.CachedStatus - Repo status create [ms]: 0 
2016-11-16 20:12:17,672 [   5789]  DEBUG - .gittoolbox.cache.CachedStatus - State update [testing2]:
new=RepoStatus{localHash=8085df18e3d692d8c12a6a7b0f66bd802a25ff8d, remoteHash=36ab683390c56f98ba93d867a973f51dec3568a3, branch=refs/heads/master, remote=refs/remotes/origin/master}
old=null 
2016-11-16 20:12:17,834 [   5951]  DEBUG - .gittoolbox.cache.CachedStatus - Status update [ms]: 162 
2016-11-16 20:12:17,836 [   5953]  DEBUG - .gittoolbox.cache.CachedStatus - Updated stale status [testing2]: null > RevListCount{value=1, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success 
2016-11-16 20:12:17,838 [   5955]  DEBUG - ittoolbox.status.BehindTracker - State changed [testing2]: RepoInfo{status=RepoStatus{localHash=8085df18e3d692d8c12a6a7b0f66bd802a25ff8d, remoteHash=36ab683390c56f98ba93d867a973f51dec3568a3, branch=refs/heads/master, remote=refs/remotes/origin/master}, count=RevListCount{value=1, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success} 
2016-11-16 20:12:17,838 [   5955]  DEBUG - ittoolbox.status.BehindTracker - Info update [testing2]: null > RepoInfo{status=RepoStatus{localHash=8085df18e3d692d8c12a6a7b0f66bd802a25ff8d, remoteHash=36ab683390c56f98ba93d867a973f51dec3568a3, branch=refs/heads/master, remote=refs/remotes/origin/master}, count=RevListCount{value=1, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success} 
2016-11-16 20:12:17,840 [   5957]  DEBUG - toolbox.cache.PerRepoInfoCache - Published cache changed event: C:\Users\Lukasz_Zielinski\Documents\Private\IdeaTest\testing2 
2016-11-16 20:12:17,885 [   6002]   INFO - tor.impl.FileEditorManagerImpl - Project opening took 2742 ms 
2016-11-16 20:12:17,885 [   6002]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 1044 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 822 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 267 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 233 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 207 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 203 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 109 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 85 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - CVS loaded 77 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 70 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 53 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - zielu.gittoolbox loaded 53 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 48 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 39 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 34 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 32 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 32 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 30 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 22 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 17 classes 
